message_id,channel_name,image_path,object_name,confidence_score
10,CheMed123,data\raw\images\CheMed123\10.jpg,,
11,CheMed123,data\raw\images\CheMed123\11.jpg,clock,0.4273
13,CheMed123,data\raw\images\CheMed123\13.jpg,hot dog,0.5039
13,CheMed123,data\raw\images\CheMed123\13.jpg,donut,0.399
13,CheMed123,data\raw\images\CheMed123\13.jpg,hot dog,0.3097
13,CheMed123,data\raw\images\CheMed123\13.jpg,donut,0.2969
13,CheMed123,data\raw\images\CheMed123\13.jpg,hot dog,0.2637
13,CheMed123,data\raw\images\CheMed123\13.jpg,hot dog,0.2502
14,CheMed123,data\raw\images\CheMed123\14.jpg,,
15,CheMed123,data\raw\images\CheMed123\15.jpg,,
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.526
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.4945
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.4318
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.3874
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.385
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.3799
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.3749
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.3264
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.2849
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.2793
17,CheMed123,data\raw\images\CheMed123\17.jpg,bottle,0.2719
18,CheMed123,data\raw\images\CheMed123\18.jpg,,
19,CheMed123,data\raw\images\CheMed123\19.jpg,person,0.9401
19,CheMed123,data\raw\images\CheMed123\19.jpg,person,0.9277
19,CheMed123,data\raw\images\CheMed123\19.jpg,dining table,0.3616
19,CheMed123,data\raw\images\CheMed123\19.jpg,dining table,0.3222
2,CheMed123,data\raw\images\CheMed123\2.jpg,bottle,0.3872
20,CheMed123,data\raw\images\CheMed123\20.jpg,person,0.9401
20,CheMed123,data\raw\images\CheMed123\20.jpg,person,0.9277
20,CheMed123,data\raw\images\CheMed123\20.jpg,dining table,0.3616
20,CheMed123,data\raw\images\CheMed123\20.jpg,dining table,0.3222
21,CheMed123,data\raw\images\CheMed123\21.jpg,bird,0.2526
22,CheMed123,data\raw\images\CheMed123\22.jpg,stop sign,0.2775
23,CheMed123,data\raw\images\CheMed123\23.jpg,cell phone,0.6107
25,CheMed123,data\raw\images\CheMed123\25.jpg,cell phone,0.8613
25,CheMed123,data\raw\images\CheMed123\25.jpg,person,0.6284
26,CheMed123,data\raw\images\CheMed123\26.jpg,person,0.8276
26,CheMed123,data\raw\images\CheMed123\26.jpg,cup,0.4267
26,CheMed123,data\raw\images\CheMed123\26.jpg,book,0.3177
26,CheMed123,data\raw\images\CheMed123\26.jpg,book,0.3131
27,CheMed123,data\raw\images\CheMed123\27.jpg,,
29,CheMed123,data\raw\images\CheMed123\29.jpg,person,0.6185
29,CheMed123,data\raw\images\CheMed123\29.jpg,surfboard,0.5945
29,CheMed123,data\raw\images\CheMed123\29.jpg,person,0.528
